,,,,,,,,,,,
00074,Open,40,40,COMPUTER ORGANIZATION AND ARCHITECTURE [A],A,-,Theory,Wednesday,12:00 PM,2:00 PM,3115
00074,Open,40,40,COMPUTER ORGANIZATION AND ARCHITECTURE [A],A,-,Lab,Monday,11:00 AM,2:00 PM,3204
00075,Open,20,19,COMPUTER ORGANIZATION AND ARCHITECTURE [B1],B1,-,Theory,Wednesday,8:00 AM,10:00 AM,3115
00075,Open,20,19,COMPUTER ORGANIZATION AND ARCHITECTURE [B1],B1,-,Lab,Monday,11:00 AM,2:00 PM,3204
00076,Open,20,15,COMPUTER ORGANIZATION AND ARCHITECTURE [B2],B2,-,Theory,Wednesday,8:00 AM,10:00 AM,3115
00076,Open,20,15,COMPUTER ORGANIZATION AND ARCHITECTURE [B2],B2,-,Lab,Monday,2:00 PM,5:00 PM,3203
00077,Open,40,39,COMPUTER ORGANIZATION AND ARCHITECTURE [C],C,-,Theory,Wednesday,2:00 PM,4:00 PM,3117
00077,Open,40,39,COMPUTER ORGANIZATION AND ARCHITECTURE [C],C,-,Lab,Monday,2:00 PM,5:00 PM,3203
00078,Open,40,40,COMPUTER ORGANIZATION AND ARCHITECTURE [D],D,-,Theory,Sunday,10:00 AM,12:00 PM,3112
00078,Open,40,40,COMPUTER ORGANIZATION AND ARCHITECTURE [D],D,-,Lab,Tuesday,8:00 AM,11:00 AM,3203
00079,Open,20,17,COMPUTER ORGANIZATION AND ARCHITECTURE [E1],E1,-,Theory,Sunday,2:00 PM,4:00 PM,3119
00079,Open,20,17,COMPUTER ORGANIZATION AND ARCHITECTURE [E1],E1,-,Lab,Tuesday,8:00 AM,11:00 AM,3203
00080,Open,20,17,COMPUTER ORGANIZATION AND ARCHITECTURE [E2],E2,-,Theory,Sunday,2:00 PM,4:00 PM,3119
00080,Open,20,17,COMPUTER ORGANIZATION AND ARCHITECTURE [E2],E2,-,Lab,Tuesday,11:00 AM,2:00 PM,3203
00081,Open,40,39,COMPUTER ORGANIZATION AND ARCHITECTURE [F],F,-,Theory,Sunday,12:00 PM,2:00 PM,3114
00081,Open,40,39,COMPUTER ORGANIZATION AND ARCHITECTURE [F],F,-,Lab,Tuesday,11:00 AM,2:00 PM,3203
00082,Open,40,37,COMPUTER ORGANIZATION AND ARCHITECTURE [G],G,-,Theory,Monday,10:00 AM,12:00 PM,3114
00082,Open,40,37,COMPUTER ORGANIZATION AND ARCHITECTURE [G],G,-,Lab,Wednesday,8:00 AM,11:00 AM,3204
00083,Open,20,17,COMPUTER ORGANIZATION AND ARCHITECTURE [H1],H1,-,Theory,Monday,12:00 PM,2:00 PM,3119
00083,Open,20,17,COMPUTER ORGANIZATION AND ARCHITECTURE [H1],H1,-,Lab,Wednesday,8:00 AM,11:00 AM,3204
00084,Open,20,9,COMPUTER ORGANIZATION AND ARCHITECTURE [H2],H2,-,Theory,Monday,12:00 PM,2:00 PM,3119
